BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
O2.UC14.2__NODE_4260_length_6978_cov_1.66647__6978__nrps__ANTISMASH__0_6978,2.80327524781,-,-,-,0.0286650118911614,N/A,N/A,Unassigned
V1.CD25.4__NODE_771_length_38707_cov_6.2539__38707__nrps__ANTISMASH__0_38707,2.93744307867,CD,2.71057937316,0.00598350636307,0.00598350636306698,NZ_LN999827,Clostridium sp. AT4,Firmicutes
V1.UC25.1__NODE_66_length_115282_cov_14.8577__47596__arylpolyene__ANTISMASH__41402_88998,2.86677853277,-,-,-,0.935275308968562,NZ_FOBY01000002,Bacteroides sp. AR20,Bacteroidetes
V1.UC34.0__NODE_2685_length_11165_cov_5.31233__11165__microcin__ANTISMASH__0_11165,3.786565983,C,3.29481391711,0.00675101131359,0.00675101131359001,N/A,N/A,Unassigned
V1.UC52.1__NODE_309_length_63570_cov_6.1517__21694__terpene__ANTISMASH__16946_38640,3.59989419943,-,-,-,0.234014542325161,N/A,N/A,Unassigned
V1.CD18.3__NODE_120_length_89640_cov_2.48977__41492__arylpolyene__ANTISMASH__48148_89640,2.07532625468,-,-,-,0.347704122320024,NZ_UGHS01000003,Haemophilus pittmaniae,Proteobacteria
O2.UC40.2__NODE_235_length_58456_cov_3.39866__28381__nrps__ANTISMASH__30075_58456,2.97079676564,-,-,-,0.170896650446723,N/A,N/A,Unassigned
O2.UC12.2__NODE_19_length_130428_cov_7.27548__18084__bacteriocin__ANTISMASH__112344_130428,3.86285372966,-,-,-,0.0371341986879127,N/A,N/A,Unassigned
V1.UC15.3__NODE_766_length_38769_cov_2.56383__30386__arylpolyene__ANTISMASH__0_30386,0,-,-,-,-,N/A,N/A,Unassigned
O2.UC32.2__NODE_406_length_38259_cov_2.87946__35184__nrps__ANTISMASH__0_35184,3.17199843203,-,-,-,0.0123512219761585,N/A,N/A,Unassigned
O2.UC50.0__NODE_5296_length_7260_cov_1.64469__7260__nrps__ANTISMASH__0_7260,3.94844523864,-,-,-,0.126855959363319,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
V1.UC26.0__NODE_1_length_445950_cov_5.19339__42953__nrps__ANTISMASH__188465_231418,1.51312739328,-,-,-,0.340920066025231,N/A,N/A,Unassigned
O2.UC13.2__NODE_1269_length_23228_cov_3.74677__23228__resorcinol__ANTISMASH__0_23228,3.40993544145,-,-,-,0.634409652139975,NZ_FOBA01000017,Bacteroides vulgatus,Bacteroidetes
V1.UC49.0__NODE_655_length_33050_cov_4.85571__33050__nrps__ANTISMASH__0_33050,1.78066234419,-,-,-,0.4393230702767,N/A,N/A,Unassigned
O2.UC44.2__NODE_5051_length_6488_cov_1.74382__6488__bacteriocin__ANTISMASH__0_6488,0,-,-,-,-,NZ_AFOJ01000004,Lactobacillus ruminis SPM0211,Firmicutes
V1.UC51.4__NODE_631_length_37330_cov_3.5685__33935__arylpolyene__ANTISMASH__0_33935,2.44305301187,-,-,-,0.605054190631195,NC_018011,Alistipes finegoldii (strain DSM 17242 / JCM 16770 / AHN 2437 / CCUG 46020 / CIP 107999),Bacteroidetes
V1.UC37.0__NODE_1355_length_17365_cov_8.09076__10975__bacteriocin__ANTISMASH__6390_17365,2.86074589194,-,-,-,0.0451950919293644,N/A,N/A,Unassigned
V1.UC40.0__NODE_1950_length_15791_cov_7.39286__15791__nrps__ANTISMASH__0_15791,4.15078909014,C,3.8057282032,1.08437291842e-07,1.0843729184236e-07,NZ_CZAY01000008,Dorea longicatena,Firmicutes
O2.UC58.0__NODE_2686_length_10674_cov_8.65034__10674__microcin__ANTISMASH__0_10674,3.77533362829,-,-,-,0.429571360179882,NZ_LT996885,Dialister sp. Marseille-P5638,Firmicutes
V1.CD18.3__NODE_525_length_34560_cov_3.39339__30574__arylpolyene__ANTISMASH__0_30574,2.36116057396,-,-,-,0.347704122320024,NZ_UGHS01000002,Haemophilus pittmaniae,Proteobacteria
V1.UC11.5__NODE_121_length_111148_cov_7.08689__47506__arylpolyene__ANTISMASH__49485_96991,0,-,-,-,-,NZ_FQZN01000002,Bacteroides stercorirosoris,Bacteroidetes
V1.UC11.5__NODE_195_length_91064_cov_10.1457__48991__nrps__ANTISMASH__24740_73731,3.89426583298,-,-,-,0.0567694525732143,NZ_CYZN01000008,Blautia wexlerae,Firmicutes
O2.UC2.2__NODE_961_length_26871_cov_9.35244__26871__thiopeptide__ANTISMASH__0_26871,2.77550041413,-,-,-,0.340920066025231,NZ_CZAJ01000006,Eubacterium rectale,Firmicutes
V1.CD36.0__NODE_2801_length_13423_cov_22.0976__13423__lantipeptide__ANTISMASH__0_13423,4.16378229501,-,-,-,0.0145755528233057,NZ_LT546009,Blautia sp. Marseille-P2398,Firmicutes
V1.UC14.1__NODE_357_length_50803_cov_2.69591__31177__nrps__ANTISMASH__19626_50803,2.51742637768,-,-,-,0.134856717788631,NZ_JNJP01000001,Bilophila wadsworthia ATCC 49260,Proteobacteria
O2.UC60.2__NODE_659_length_26294_cov_1.77613__26294__nrps__ANTISMASH__0_26294,2.07986753537,-,-,-,0.4393230702767,N/A,N/A,Unassigned
O2.UC23.2__NODE_1468_length_15771_cov_3.63311__15771__lantipeptide__ANTISMASH__0_15771,2.69381001482,-,-,-,0.265137083613477,N/A,N/A,Unassigned
V1.UC52.1__NODE_2938_length_14699_cov_2.0532__14699__resorcinol__ANTISMASH__0_14699,2.95042484383,-,-,-,0.019806500469713,NZ_JH376593,Paraprevotella clara YIT 11840,Bacteroidetes
V1.UC40.0__NODE_7_length_197690_cov_5.4288__41140__resorcinol__ANTISMASH__146937_188077,1.44386821867,-,-,-,0.586543543492917,N/A,N/A,Unassigned
O2.UC4.2__NODE_2182_length_15336_cov_2.11282__15336__lantipeptide__ANTISMASH__0_15336,2.35838629787,-,-,-,0.0565536594035452,N/A,N/A,Unassigned
V1.UC35.4__NODE_8727_length_5896_cov_5.32238__5896__lantipeptide__ANTISMASH__0_5896,1.21260928748,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.CD17.0__NODE_1268_length_20512_cov_22.045__20512__nrps__ANTISMASH__0_20512,3.11358913642,-,-,-,0.639344049173862,N/A,N/A,Unassigned
O2.UC53.2__NODE_15_length_202583_cov_6.21664__47723__arylpolyene__ANTISMASH__49849_97572,3.88328884785,-,-,-,0.0542400675183457,NZ_NQMG01000006,Bacteroides sp. KFT8,Bacteroidetes
V1.UC26.4__NODE_7192_length_5476_cov_1.53385__5476__t1pks__ANTISMASH__0_5476,0,-,-,-,-,N/A,N/A,Unassigned
V1.CD17.4__NODE_256_length_66412_cov_97.0822__33289__lantipeptide__ANTISMASH__33123_66412,3.5122951858399998,-,-,-,0.275053863529954,NZ_CZAW01000034,Blautia wexlerae,Firmicutes
O2.UC2.0__NODE_2029_length_10511_cov_6.13007__10511__lantipeptide__ANTISMASH__0_10511,0,-,-,-,-,N/A,N/A,Unassigned
V1.UC30.0__NODE_562_length_33779_cov_2.07247__15428__lantipeptide__ANTISMASH__18351_33779,1.8773901713,-,-,-,0.571992384503047,NZ_AKCB01000002,Coprobacillus cateniformis,Firmicutes
V1.UC26.0__NODE_810_length_27637_cov_3.26525__27637__nrps__ANTISMASH__0_27637,0,-,-,-,-,NZ_QGTH01000001,Finegoldia magna,Firmicutes
V1.UC16.0__NODE_20_length_126585_cov_7.25916__16603__bacteriocin__ANTISMASH__109982_126585,3.03209474765,-,-,-,0.924378706144146,NC_017595,Streptococcus salivarius (strain JIM8777),Firmicutes
O2.UC47.2__NODE_37_length_124954_cov_8.04613__60121__nrps__ANTISMASH__15822_75943,2.76102566509,-,-,-,0.109846143094049,N/A,N/A,Unassigned
V1.CD35.1__NODE_3189_length_6839_cov_2.87736__6839__nrps__ANTISMASH__0_6839,1.7757405421,-,-,-,0.387446431005818,N/A,N/A,Unassigned
O2.UC54.2__NODE_212_length_55069_cov_8.34191__28282__terpene__ANTISMASH__26787_55069,2.89413123253,-,-,-,0.284451845197575,N/A,N/A,Unassigned
O2.UC50.2__NODE_136_length_64641_cov_3.35432__47363__nrps-ladderane__ANTISMASH__17278_64641,2.34930645924,-,-,-,0.170896650446723,N/A,N/A,Unassigned
O2.UC56.0__NODE_1610_length_18299_cov_2.75164__18299__arylpolyene__ANTISMASH__0_18299,2.36960523072,-,-,-,0.21382724368872,N/A,N/A,Unassigned
O2.UC57.0__NODE_211_length_50732_cov_47.7828__31847__arylpolyene__ANTISMASH__18885_50732,3.38629349315,-,-,-,0.4393230702767,N/A,N/A,Unassigned
O2.UC3.2__NODE_2046_length_12958_cov_2.83422__12958__bacteriocin__ANTISMASH__0_12958,0,-,-,-,-,NZ_AWYB01000084,Lactobacillus ruminis S23,Firmicutes
V1.UC50.1__NODE_5110_length_8067_cov_1.79955__8067__nrps__ANTISMASH__0_8067,0,-,-,-,-,N/A,N/A,Unassigned
V1.UC10.2__NODE_1022_length_25593_cov_6.21607__25593__nrps__ANTISMASH__0_25593,1.719806656,-,-,-,0.26883604887459,N/A,N/A,Unassigned
V1.UC43.0__NODE_6440_length_7157_cov_2.74655__7157__bacteriocin__ANTISMASH__0_7157,2.8326626686,-,-,-,0.0565536594035452,N/A,N/A,Unassigned
V1.CD29.0__NODE_876_length_27681_cov_4.20416__27681__other__ANTISMASH__0_27681,2.48646536522,-,-,-,0.170896650446723,N/A,N/A,Unassigned
V1.UC62.0__NODE_2381_length_16998_cov_3.90916__14919__lantipeptide__ANTISMASH__2079_16998,2.71186936844,-,-,-,0.0301161287789205,N/A,N/A,Unassigned
O2.UC34.0__NODE_1960_length_9348_cov_1.70031__9348__lassopeptide__ANTISMASH__0_9348,2.11722372676,-,-,-,0.661108793335915,NZ_JJMS01000003,Streptococcus salivarius,Firmicutes
O2.UC60.2__NODE_4996_length_5817_cov_2.27508__5817__arylpolyene__ANTISMASH__0_5817,2.05957319448,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.CD22.0__NODE_206_length_86595_cov_6.52306__44296__nrps__ANTISMASH__14983_59279,2.8820339555,-,-,-,0.0227356660758826,N/A,N/A,Unassigned
V1.UC27.0__NODE_221_length_47298_cov_35.7941__47298__nrps__ANTISMASH__0_47298,2.98498933134,-,-,-,0.343412228307962,N/A,N/A,Unassigned
O2.UC60.0__NODE_4_length_262054_cov_23.2222__42592__other__ANTISMASH__39658_82250,3.66075666502,C,3.39127578936,0.00313051678882,0.00313051678882257,N/A,N/A,Unassigned
V1.UC36.0__NODE_1936_length_14668_cov_2.17122__12803__bacteriocin__ANTISMASH__1865_14668,2.48641242483,-,-,-,0.109846143094049,N/A,N/A,Unassigned
V1.CD34.0__NODE_85_length_103702_cov_21.1009__51636__arylpolyene__ANTISMASH__52066_103702,3.09993990902,-,-,-,0.21382724368872,N/A,N/A,Unassigned
V1.UC4.5__NODE_604_length_49625_cov_4.52514__26666__nrps__ANTISMASH__22959_49625,2.24357493712,-,-,-,0.879300119088531,NZ_PPUK01000015,Eggerthella lenta,Actinobacteria
V1.CD38.0__NODE_2669_length_14338_cov_7.24358__6257__bacteriocin__ANTISMASH__8081_14338,2.93877050052,-,-,-,0.970316005562364,NZ_KV831751,Streptococcus sp. HMSC064D12,Firmicutes
V1.CD35.0__NODE_35_length_186011_cov_19.9468__24535__bacteriocin__ANTISMASH__161476_186011,2.50105343263,CD,2.58216945673,0.00128259352853,0.00128259352852789,N/A,N/A,Unassigned
V1.UC58.0__NODE_7831_length_5607_cov_2.75648__5607__arylpolyene__ANTISMASH__0_5607,2.92083558698,C,2.74247762914,5.49520552282e-05,5.49520552281732e-05,NC_021030,Alistipes shahii WAL 8301,Bacteroidetes
V1.UC48.0__NODE_320_length_55902_cov_6.06813__42820__nrps__ANTISMASH__13082_55902,2.05460971505,-,-,-,0.340920066025231,N/A,N/A,Unassigned
V1.CD7.4__NODE_132_length_76953_cov_16.3885__52413__nrps__ANTISMASH__9925_62338,2.63468209488,CD,2.52605474623,0.00154113697964,0.00154113697963506,NZ_DS499699,Clostridium scindens ATCC 35704,Firmicutes
O2.UC59.2__NODE_918_length_27642_cov_3.35506__27642__nrps__ANTISMASH__0_27642,2.72150708254,-,-,-,0.27228192206249,N/A,N/A,Unassigned
V1.UC54.0__NODE_776_length_46907_cov_48.022__34081__nrps__ANTISMASH__0_34081,3.06143221394,-,-,-,0.0333218699115817,NZ_BBDW01000019,Ruminococcus faecis JCM 15917,Firmicutes
O2.UC34.2__NODE_2036_length_9913_cov_3.45689__9913__lantipeptide__ANTISMASH__0_9913,2.19951381109,-,-,-,0.347704122320024,NZ_BCYD01000042,Bifidobacterium pseudocatenulatum,Actinobacteria
V1.CD18.3__NODE_40_length_166683_cov_10.5209__78756__nrps-t1pks__ANTISMASH__0_78756,2.79217437406,-,-,-,0.0119283129830929,NZ_KE699120,Escherichia coli HVH 30 (4-2661829),Proteobacteria
V1.UC26.0__NODE_869_length_26234_cov_5.26349__26234__nrps__ANTISMASH__0_26234,0,-,-,-,-,N/A,N/A,Unassigned
V1.UC5.3__NODE_105_length_119164_cov_20.2079__48982__nrps__ANTISMASH__24957_73939,2.53926636896,-,-,-,0.21382724368872,NZ_OLMR01000003,Anaeromassilibacillus sp. Marseille-P3876,Firmicutes
V1.UC10.2__NODE_1242_length_22239_cov_2.60192__22239__arylpolyene__ANTISMASH__0_22239,3.2885553751,-,-,-,0.103922705823608,NZ_LRGD01000022,Bacteroides cellulosilyticus,Bacteroidetes
V1.UC35.4__NODE_4980_length_10448_cov_4.70865__10448__bacteriocin__ANTISMASH__0_10448,2.74207145224,-,-,-,0.0881197663510501,N/A,N/A,Unassigned
V1.CD20.4__NODE_129_length_99060_cov_5.73596__47362__t1pks__ANTISMASH__39230_86592,2.23627417317,-,-,-,0.0659539334913195,N/A,N/A,Unassigned
V1.CD10.0__NODE_896_length_8486_cov_4.51987__8486__microcin-lassopeptide__ANTISMASH__0_8486,3.13538780979,-,-,-,0.0119283129830929,NZ_MOKO01000121,Escherichia coli,Proteobacteria
V1.UC49.1__NODE_3628_length_11122_cov_2.37318__11122__nrps__ANTISMASH__0_11122,0.855533871653,-,-,-,0.586543543492917,N/A,N/A,Unassigned
O2.UC29.2__NODE_1207_length_16775_cov_5.14187__16775__nrps__ANTISMASH__0_16775,2.36094015455,-,-,-,0.136937121316629,N/A,N/A,Unassigned
O2.UC38.0__NODE_569_length_24953_cov_7.40971__24953__nrps__ANTISMASH__0_24953,3.14319994259,-,-,-,0.347704122320024,NZ_QIXM01000038,Klebsiella variicola,Proteobacteria
V1.CD24.0__NODE_2926_length_10662_cov_1.48204__10662__nrps__ANTISMASH__0_10662,3.32614388843,-,-,-,0.13931694437738,N/A,N/A,Unassigned
O2.UC35.2__NODE_4523_length_7773_cov_1.10275__7773__arylpolyene__ANTISMASH__0_7773,2.18349071468,-,-,-,0.198828570578908,N/A,N/A,Unassigned
O2.UC30.0__NODE_3701_length_8852_cov_2.13482__8852__lantipeptide__ANTISMASH__0_8852,1.47800202816,-,-,-,0.340920066025231,N/A,N/A,Unassigned
O2.UC29.0__NODE_2213_length_9695_cov_1.42842__9695__other__ANTISMASH__0_9695,2.94514762229,C,2.72354470201,0.00313051678882,0.00313051678882257,N/A,N/A,Unassigned
V1.UC26.4__NODE_3803_length_10545_cov_12.469__10545__bacteriocin__ANTISMASH__0_10545,0,-,-,-,-,N/A,N/A,Unassigned
V1.CD24.0__NODE_140_length_82329_cov_9.0358__33423__lantipeptide__ANTISMASH__48906_82329,2.97369197562,-,-,-,0.223982463287223,N/A,N/A,Unassigned
O2.UC40.0__NODE_190_length_56801_cov_3.30735__41236__arylpolyene__ANTISMASH__4859_46095,2.35735271063,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.UC41.0__NODE_362_length_40355_cov_3.91275__40355__lantipeptide__ANTISMASH__0_40355,3.74399317894,-,-,-,0.0208325675442034,N/A,N/A,Unassigned
V1.UC42.0__NODE_97_length_88173_cov_17.7307__42951__nrps__ANTISMASH__18913_61864,2.96750074786,-,-,-,0.21382724368872,N/A,N/A,Unassigned
V1.CD25.4__NODE_574_length_47852_cov_26.0114__41362__nrps__ANTISMASH__6490_47852,2.90333205012,-,-,-,0.232924175202647,N/A,N/A,Unassigned
O2.UC19.2__NODE_3466_length_6561_cov_1.87212__6561__arylpolyene__ANTISMASH__0_6561,2.98001555385,-,-,-,0.584042383089868,NZ_CYYQ01000001,Alistipes finegoldii,Bacteroidetes
V1.UC53.4__NODE_5631_length_5378_cov_196.093__5378__arylpolyene__ANTISMASH__0_5378,0,-,-,-,-,N/A,N/A,Unassigned
V1.CD34.0__NODE_4414_length_8732_cov_1.80108__8732__nrps__ANTISMASH__0_8732,2.34470736088,-,-,-,0.170896650446723,N/A,N/A,Unassigned
O2.UC27.0__NODE_220_length_74302_cov_3.88206__39519__nrps__ANTISMASH__34783_74302,1.74161632518,-,-,-,0.4393230702767,N/A,N/A,Unassigned
O2.UC49.2__NODE_1368_length_15514_cov_5.3825__15292__bacteriocin__ANTISMASH__222_15514,2.33907337342,-,-,-,0.586543543492917,N/A,N/A,Unassigned
V1.UC36.0__NODE_3326_length_8928_cov_6.99786__8928__microcin__ANTISMASH__0_8928,2.87780665702,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.CD15.3__NODE_827_length_38994_cov_4.72174__38994__nrps__ANTISMASH__0_38994,2.49371150957,CD,2.70671360807,0.0018476039729,0.00184760397289826,NZ_CYZU01000010,Faecalicatena contorta,Firmicutes
V1.UC26.4__NODE_35_length_189049_cov_13.4329__42953__nrps__ANTISMASH__104265_147218,3.33564557795,C,3.07152004658,0.00313051678882,0.00313051678882257,N/A,N/A,Unassigned
V1.UC16.0__NODE_14_length_168498_cov_15.1301__49012__nrps__ANTISMASH__89799_138811,2.79750278764,-,-,-,0.586543543492917,N/A,N/A,Unassigned
O2.UC57.2__NODE_3370_length_8686_cov_1.56923__8686__arylpolyene__ANTISMASH__0_8686,2.9752555677,-,-,-,0.134797112826333,NZ_PJKP01000001,Akkermansia muciniphila,Verrucomicrobia
O2.UC30.0__NODE_2679_length_11096_cov_1.72493__11003__glycocin__ANTISMASH__93_11096,2.89044844552,-,-,-,0.0444229438012625,NZ_PYLP01000016,Lachnoclostridium sp. SNUG30370,Firmicutes
V1.UC1.0__NODE_143_length_67550_cov_5.59133__45408__nrps__ANTISMASH__0_45408,3.88028884149,C,3.39860169707,0.000251952769035,0.000251952769034691,NC_012781,Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale),Firmicutes
O2.UC38.0__NODE_1910_length_9649_cov_14.1401__9649__bacteriocin__ANTISMASH__0_9649,3.57419695054,-,-,-,0.0673824492994561,NZ_QIXM01000020,Klebsiella variicola,Proteobacteria
V1.CD24.0__NODE_686_length_28812_cov_2.16991__28812__nrps__ANTISMASH__0_28812,1.69665447587,-,-,-,0.586543543492917,N/A,N/A,Unassigned
V1.CD6.4__NODE_97_length_81392_cov_6.54071__10957__bacteriocin__ANTISMASH__51098_62055,2.61474136664,CD,2.61219819719,0.00893280927579,0.00893280927579476,N/A,N/A,Unassigned
V1.UC40.0__NODE_6_length_212706_cov_12.5054__23150__lantipeptide__ANTISMASH__29479_52629,3.44371400037,-,-,-,0.64062339321046,NZ_CZAW01000034,Blautia wexlerae,Firmicutes
V1.CD25.4__NODE_6436_length_5714_cov_5.88426__5714__arylpolyene__ANTISMASH__0_5714,2.83439733681,CD,2.65446828009,0.00893280927579,0.00893280927579476,N/A,N/A,Unassigned
O2.UC1.2__NODE_60_length_103480_cov_9.25354__27227__nrps__ANTISMASH__76253_103480,3.36746194828,-,-,-,0.0881197663510501,N/A,N/A,Unassigned
O2.UC22.2__NODE_5539_length_5854_cov_1.58769__5854__bacteriocin__ANTISMASH__0_5854,1.79617759838,-,-,-,0.136937121316629,N/A,N/A,Unassigned
O2.UC27.0__NODE_2570_length_10735_cov_3.64551__10735__lantipeptide__ANTISMASH__0_10735,2.03181508977,-,-,-,0.340920066025231,N/A,N/A,Unassigned
O2.UC60.2__NODE_673_length_25970_cov_4.13579__25970__ladderane-arylpolyene__ANTISMASH__0_25970,2.3276239438,-,-,-,0.661108793335915,N/A,N/A,Unassigned
O2.UC23.2__NODE_4776_length_7018_cov_2.05831__7018__nrps__ANTISMASH__0_7018,0.875478602933,-,-,-,0.586543543492917,N/A,N/A,Unassigned
O2.UC37.2__NODE_585_length_42521_cov_3.87993__19326__lantipeptide__ANTISMASH__23195_42521,2.30975310649,-,-,-,0.0706401891422949,N/A,N/A,Unassigned
V1.CD21.0__NODE_1626_length_11571_cov_10.4784__11571__lantipeptide__ANTISMASH__0_11571,2.78749363701,CD,3.08633892344,0.00893280927579,0.00893280927579476,N/A,N/A,Unassigned
V1.UC10.2__NODE_987_length_26349_cov_2.62448__26349__nrps__ANTISMASH__0_26349,0,-,-,-,-,N/A,N/A,Unassigned
O2.UC34.0__NODE_4033_length_5549_cov_1.27903__5549__nrps__ANTISMASH__0_5549,4.02264493387,-,-,-,0.251817723924844,NZ_ADMO01000148,Bacteroides ovatus SD CMC 3f,Bacteroidetes
V1.UC51.4__NODE_227_length_63206_cov_4.24081__48936__nrps__ANTISMASH__0_48936,1.39893440568,-,-,-,0.586543543492917,N/A,N/A,Unassigned
V1.CD29.0__NODE_5078_length_7195_cov_1.52493__7195__nrps__ANTISMASH__0_7195,2.05034928375,-,-,-,0.340920066025231,N/A,N/A,Unassigned
O2.UC56.2__NODE_3750_length_7746_cov_1.73501__7746__arylpolyene__ANTISMASH__0_7746,2.92960583376,-,-,-,0.0571762947306104,NZ_JH376616,Paraprevotella clara YIT 11840,Bacteroidetes
O2.UC47.0__NODE_324_length_41852_cov_7.25715__37403__arylpolyene__ANTISMASH__0_37403,0,-,-,-,-,N/A,N/A,Unassigned
V1.CD16.0__NODE_1471_length_16675_cov_3.03171__16675__lantipeptide__ANTISMASH__0_16675,2.17122802519,-,-,-,0.26883604887459,N/A,N/A,Unassigned
O2.UC24.2__NODE_166_length_70968_cov_4.91255__33908__nrps__ANTISMASH__0_33908,2.50450913713,-,-,-,0.136937121316629,N/A,N/A,Unassigned
V1.CD36.0__NODE_339_length_67948_cov_6.92317__46880__t1pks__ANTISMASH__21068_67948,1.70725278231,-,-,-,0.586543543492917,N/A,N/A,Unassigned
V1.CD16.0__NODE_1727_length_14933_cov_12.0138__14933__resorcinol__ANTISMASH__0_14933,3.80941803861,-,-,-,0.540083446710416,N/A,N/A,Unassigned
O2.UC50.2__NODE_150_length_62251_cov_2.59613__30624__lantipeptide__ANTISMASH__31627_62251,3.20180918931,-,-,-,0.237751481705073,N/A,N/A,Unassigned
V1.UC52.1__NODE_1_length_435892_cov_13.1268__10318__bacteriocin__ANTISMASH__26278_36596,0,-,-,-,-,N/A,N/A,Unassigned
O2.UC57.0__NODE_4652_length_6645_cov_3.78483__6645__arylpolyene__ANTISMASH__0_6645,4.66894459169,CD,4.07855334773,0.00188917678987,0.00188917678986643,NZ_JNHM01000031,Bacteroides vulgatus str. 3975 RP4,Bacteroidetes
V1.CD38.0__NODE_1836_length_19343_cov_4.46936__19343__other__ANTISMASH__0_19343,2.2725091484,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.CD34.0__NODE_94_length_99029_cov_7.35412__55735__arylpolyene__ANTISMASH__5913_61648,3.12868791083,-,-,-,0.170896650446723,N/A,N/A,Unassigned
V1.UC58.0__NODE_832_length_28573_cov_3.7611__28573__nrps__ANTISMASH__0_28573,1.67480289016,-,-,-,0.26883604887459,N/A,N/A,Unassigned
O2.UC27.2__NODE_403_length_44525_cov_2.11642__20156__lantipeptide__ANTISMASH__11745_31901,2.05764150962,-,-,-,0.586543543492917,NZ_AGBV01000006,Streptococcus salivarius M18,Firmicutes
V1.UC50.1__NODE_168_length_84856_cov_9.80959__10168__bacteriocin__ANTISMASH__33881_44049,2.70665895639,-,-,-,0.0673824492994561,NZ_AGHX01000086,Lactococcus lactis subsp. lactis CNCM I-1631,Firmicutes
O2.UC31.2__NODE_1581_length_16385_cov_1.87281__16385__other__ANTISMASH__0_16385,3.44925747609,-,-,-,0.163276868671612,NZ_CYXR01000007,Coprococcus comes,Firmicutes
V1.UC35.4__NODE_759_length_43394_cov_5.91573__23518__lantipeptide__ANTISMASH__19876_43394,2.72030851316,-,-,-,0.226222110075162,N/A,N/A,Unassigned
O2.UC9.2__NODE_1944_length_16161_cov_1.95685__16161__nrps__ANTISMASH__0_16161,1.93666279402,-,-,-,0.170896650446723,N/A,N/A,Unassigned
V1.UC52.1__NODE_475_length_50230_cov_2.94288__14251__lantipeptide__ANTISMASH__0_14251,3.84027886324,CD,3.40181381307,0.00191790508779,0.00191790508779108,NZ_AXVN01000070,Blautia wexlerae DSM 19850,Firmicutes
V1.CD18.3__NODE_1194_length_14737_cov_2.43414__14737__resorcinol__ANTISMASH__0_14737,2.04524395558,-,-,-,0.347704122320024,NZ_UGHS01000002,Haemophilus pittmaniae,Proteobacteria
O2.UC43.0__NODE_4064_length_5742_cov_1.57429__5742__arylpolyene__ANTISMASH__0_5742,0,-,-,-,-,N/A,N/A,Unassigned
O2.UC51.2__NODE_238_length_77858_cov_4.52543__60208__transatpks__ANTISMASH__2641_62849,2.10883788436,-,-,-,0.26883604887459,N/A,N/A,Unassigned
V1.CD16.0__NODE_460_length_34691_cov_2.67029__29176__arylpolyene__ANTISMASH__5515_34691,2.99505513931,-,-,-,0.21382724368872,N/A,N/A,Unassigned
O2.UC23.2__NODE_52_length_75146_cov_2.2896__18508__lantipeptide__ANTISMASH__56638_75146,2.431712001,-,-,-,0.0374219974806295,NC_006448,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),Firmicutes
V1.CD38.0__NODE_2_length_378362_cov_7.25396__30136__terpene__ANTISMASH__348226_378362,3.24672159571,-,-,-,0.0370840293662653,NZ_PJKR01000001,Akkermansia muciniphila,Verrucomicrobia
V1.CD27.0__NODE_4871_length_6213_cov_1.81796__6213__bacteriocin__ANTISMASH__0_6213,2.40866721281,CD,2.67952678453,0.0049917444075,0.004991744407498,NZ_GG657680,Blautia hydrogenotrophica DSM 10507,Firmicutes
O2.UC31.0__NODE_313_length_40873_cov_2.50274__40873__nrps-bacteriocin__ANTISMASH__0_40873,1.95877845115,-,-,-,0.340920066025231,N/A,N/A,Unassigned
V1.UC17.2__NODE_5065_length_6170_cov_8.05658__6170__nrps__ANTISMASH__0_6170,0,-,-,-,-,N/A,N/A,Unassigned
V1.UC9.0__NODE_6_length_80831_cov_1.98712__44248__nrps__ANTISMASH__3056_47304,3.16359594949,-,-,-,0.4393230702767,N/A,N/A,Unassigned
V1.CD20.4__NODE_183_length_85609_cov_4.36619__23461__arylpolyene__ANTISMASH__62148_85609,2.14644074471,-,-,-,0.0659539334913195,N/A,N/A,Unassigned
V1.UC43.0__NODE_249_length_74328_cov_10.861__47686__arylpolyene__ANTISMASH__12580_60266,3.05433550714,-,-,-,0.0451950919293644,N/A,N/A,Unassigned
V1.CD35.0__NODE_14_length_250241_cov_112.384__41140__resorcinol__ANTISMASH__206545_247685,3.84579990302,-,-,-,0.493978980052656,NZ_CZBK01000007,Bacteroides vulgatus,Bacteroidetes
V1.UC3.0__NODE_1393_length_13520_cov_6.27545__13520__lantipeptide__ANTISMASH__0_13520,3.26702905537,-,-,-,0.506113113041976,NZ_CYXV01000003,Roseburia faecis,Firmicutes
O2.UC58.0__NODE_3489_length_8946_cov_5.93533__8946__nrps__ANTISMASH__0_8946,3.67319674666,-,-,-,0.134389266301321,N/A,N/A,Unassigned
